date,product_code,customer_code,sold_quantity,fiscal_year
2021-07-01,A0118150102,70008169,61,2021
2021-07-01,A0118150102,70009133,33,2021
2021-07-01,A0118150102,70010047,27,2021
2021-07-01,A0118150102,70010048,6,2021
2021-07-01,A0118150102,70011193,18,2021
2021-07-01,A0118150102,70012043,15,2021
2021-07-01,A0118150102,70013125,8,2021
2021-07-01,A0118150102,70014143,17,2021
2021-07-01,A0118150102,70015151,15,2021
2021-07-01,A0118150102,70015152,49,2021
2021-07-01,A0118150102,70016177,18,2021
2021-07-01,A0118150102,70017060,14,2021
2021-07-01,A0118150102,70018115,16,2021
2021-07-01,A0118150102,70019204,7,2021
2021-07-01,A0118150102,70020104,3,2021
2021-07-01,A0118150102,70021096,37,2021
2021-07-01,A0118150102,70022084,58,2021
2021-07-01,A0118150102,70022085,108,2021
2021-07-01,A0118150102,70023031,25,2021
2021-07-01,A0118150102,70023032,69,2021
2021-07-01,A0118150102,70027208,5,2021
2021-07-01,A0118150102,80001019,140,2021
2021-07-01,A0118150102,80006155,116,2021
2021-07-01,A0118150102,80007195,146,2021
2021-07-01,A0118150102,80007196,64,2021
2021-07-01,A0118150102,90001020,76,2021
2021-07-01,A0118150102,90001021,28,2021
2021-07-01,A0118150102,90002001,38,2021
2021-07-01,A0118150102,90002003,117,2021
2021-07-01,A0118150102,90002004,192,2021
2021-07-01,A0118150102,90002005,55,2021
2021-07-01,A0118150102,90002007,149,2021
2021-07-01,A0118150102,90002008,238,2021
2021-07-01,A0118150102,90002009,46,2021
2021-07-01,A0118150102,90002011,206,2021
2021-07-01,A0118150102,90002012,244,2021
2021-07-01,A0118150102,90002013,118,2021
2021-07-01,A0118150102,90002015,125,2021
2021-07-01,A0118150102,90002016,198,2021
2021-07-01,A0118150102,90003179,86,2021
2021-07-01,A0118150102,90003180,19,2021
2021-07-01,A0118150102,90004061,6,2021
2021-07-01,A0118150102,90004063,2,2021
2021-07-01,A0118150102,90004064,3,2021
2021-07-01,A0118150102,90004065,17,2021
2021-07-01,A0118150102,90004067,26,2021
2021-07-01,A0118150102,90004068,7,2021
2021-07-01,A0118150102,90005159,5,2021
2021-07-01,A0118150102,90005160,16,2021
2021-07-01,A0118150102,90005161,18,2021
2021-07-01,A0118150102,90006153,27,2021
2021-07-01,A0118150102,90006156,50,2021
2021-07-01,A0118150102,90007197,50,2021
2021-07-01,A0118150102,90008164,26,2021
2021-07-01,A0118150102,90008165,33,2021
2021-07-01,A0118150102,90008167,16,2021
2021-07-01,A0118150102,90008168,80,2021
2021-07-01,A0118150102,90009127,28,2021
2021-07-01,A0118150102,90009128,4,2021
2021-07-01,A0118150102,90009129,15,2021
2021-07-01,A0118150102,90009131,22,2021
2021-07-01,A0118150102,90009132,23,2021
2021-07-01,A0118150102,90010044,31,2021
2021-07-01,A0118150102,90010045,25,2021
2021-07-01,A0118150102,90011185,55,2021
2021-07-01,A0118150102,90011187,31,2021
2021-07-01,A0118150102,90011188,45,2021
2021-07-01,A0118150102,90011189,55,2021
2021-07-01,A0118150102,90011191,42,2021
2021-07-01,A0118150102,90011192,32,2021
2021-07-01,A0118150102,90012033,25,2021
2021-07-01,A0118150102,90012035,9,2021
2021-07-01,A0118150102,90012036,28,2021
2021-07-01,A0118150102,90012037,29,2021
2021-07-01,A0118150102,90012039,38,2021
2021-07-01,A0118150102,90012040,16,2021
2021-07-01,A0118150102,90012041,34,2021
2021-07-01,A0118150102,90013116,29,2021
2021-07-01,A0118150102,90013117,16,2021
2021-07-01,A0118150102,90013119,15,2021
2021-07-01,A0118150102,90013120,34,2021
2021-07-01,A0118150102,90013121,17,2021
2021-07-01,A0118150102,90013123,24,2021
2021-07-01,A0118150102,90013124,29,2021
2021-07-01,A0118150102,90014135,6,2021
2021-07-01,A0118150102,90014136,25,2021
2021-07-01,A0118150102,90014137,15,2021
2021-07-01,A0118150102,90014139,6,2021
2021-07-01,A0118150102,90014140,24,2021
2021-07-01,A0118150102,90014141,11,2021
2021-07-01,A0118150102,90015144,32,2021
2021-07-01,A0118150102,90015145,11,2021
2021-07-01,A0118150102,90015147,15,2021
2021-07-01,A0118150102,90015148,43,2021
2021-07-01,A0118150102,90015149,8,2021
2021-07-01,A0118150102,90016171,15,2021
2021-07-01,A0118150102,90016172,4,2021
2021-07-01,A0118150102,90016173,17,2021
2021-07-01,A0118150102,90016175,9,2021
2021-07-01,A0118150102,90016176,18,2021
2021-07-01,A0118150102,90017049,15,2021
2021-07-01,A0118150102,90017051,11,2021
2021-07-01,A0118150102,90017052,26,2021
2021-07-01,A0118150102,90017053,13,2021
2021-07-01,A0118150102,90017055,22,2021
2021-07-01,A0118150102,90017056,5,2021
2021-07-01,A0118150102,90017057,5,2021
2021-07-01,A0118150102,90017059,14,2021
2021-07-01,A0118150102,90018105,17,2021
2021-07-01,A0118150102,90018107,28,2021
2021-07-01,A0118150102,90018108,6,2021
2021-07-01,A0118150102,90018109,22,2021
2021-07-01,A0118150102,90018111,20,2021
2021-07-01,A0118150102,90018112,31,2021
2021-07-01,A0118150102,90018113,9,2021
2021-07-01,A0118150102,90019200,3,2021
2021-07-01,A0118150102,90019201,7,2021
2021-07-01,A0118150102,90019203,7,2021
2021-07-01,A0118150102,90020097,3,2021
2021-07-01,A0118150102,90020099,3,2021
2021-07-01,A0118150102,90020100,4,2021
2021-07-01,A0118150102,90020101,6,2021
2021-07-01,A0118150102,90020103,10,2021
2021-07-01,A0118150102,90021087,59,2021
2021-07-01,A0118150102,90021088,62,2021
2021-07-01,A0118150102,90021089,70,2021
2021-07-01,A0118150102,90021091,60,2021
2021-07-01,A0118150102,90021092,46,2021
2021-07-01,A0118150102,90021093,38,2021
2021-07-01,A0118150102,90021095,66,2021
2021-07-01,A0118150102,90022071,157,2021
2021-07-01,A0118150102,90022072,55,2021
2021-07-01,A0118150102,90022073,142,2021
2021-07-01,A0118150102,90022075,154,2021
2021-07-01,A0118150102,90022076,133,2021
2021-07-01,A0118150102,90022077,138,2021
2021-07-01,A0118150102,90022079,139,2021
2021-07-01,A0118150102,90022080,48,2021
2021-07-01,A0118150102,90022081,255,2021
2021-07-01,A0118150102,90022083,55,2021
2021-07-01,A0118150102,90023023,53,2021
2021-07-01,A0118150102,90023024,32,2021
2021-07-01,A0118150102,90023025,39,2021
2021-07-01,A0118150102,90023027,44,2021
2021-07-01,A0118150102,90023028,22,2021
2021-07-01,A0118150102,90023029,51,2021
2021-07-01,A0118150102,90024183,6,2021
2021-07-01,A0118150102,90024184,6,2021
2021-07-01,A0118150102,90025209,4,2021
2021-07-01,A0118150102,90026205,10,2021
2021-07-01,A0118150102,90027207,3,2021
2021-08-01,A0118150102,70002018,150,2021
2021-08-01,A0118150102,70003182,93,2021
2021-08-01,A0118150102,70004070,4,2021
2021-08-01,A0118150102,70005163,20,2021
2021-08-01,A0118150102,70006158,33,2021
2021-08-01,A0118150102,70007198,14,2021
2021-08-01,A0118150102,70007199,39,2021
2021-08-01,A0118150102,70008170,77,2021
2021-08-01,A0118150102,70009134,34,2021
2021-08-01,A0118150102,70010047,11,2021
2021-08-01,A0118150102,70010048,15,2021
2021-08-01,A0118150102,70011194,59,2021
2021-08-01,A0118150102,70012042,29,2021
2021-08-01,A0118150102,70012043,10,2021
2021-08-01,A0118150102,70013126,14,2021
2021-08-01,A0118150102,70014142,19,2021
2021-08-01,A0118150102,70014143,12,2021
2021-08-01,A0118150102,70015151,33,2021
2021-08-01,A0118150102,70015152,19,2021
2021-08-01,A0118150102,70016178,6,2021
2021-08-01,A0118150102,70017060,20,2021
2021-08-01,A0118150102,70018115,28,2021
2021-08-01,A0118150102,70019204,4,2021
2021-08-01,A0118150102,70020104,8,2021
2021-08-01,A0118150102,70021096,71,2021
2021-08-01,A0118150102,70022084,41,2021
2021-08-01,A0118150102,70023031,29,2021
2021-08-01,A0118150102,70023032,50,2021
2021-08-01,A0118150102,70026206,1,2021
2021-08-01,A0118150102,70027208,2,2021
2021-08-01,A0118150102,80001019,342,2021
2021-08-01,A0118150102,80006154,227,2021
2021-08-01,A0118150102,80006155,227,2021
2021-08-01,A0118150102,80007195,90,2021
2021-08-01,A0118150102,80007196,218,2021
2021-08-01,A0118150102,90001020,84,2021
2021-08-01,A0118150102,90002002,196,2021
2021-08-01,A0118150102,90002003,53,2021
2021-08-01,A0118150102,90002004,196,2021
2021-08-01,A0118150102,90002006,119,2021
2021-08-01,A0118150102,90002007,53,2021
2021-08-01,A0118150102,90002008,352,2021
2021-08-01,A0118150102,90002010,152,2021
2021-08-01,A0118150102,90002011,106,2021
2021-08-01,A0118150102,90002012,123,2021
2021-08-01,A0118150102,90002014,126,2021
2021-08-01,A0118150102,90002015,49,2021
2021-08-01,A0118150102,90002016,193,2021
2021-08-01,A0118150102,90003179,86,2021
2021-08-01,A0118150102,90003180,72,2021
2021-08-01,A0118150102,90004062,6,2021
2021-08-01,A0118150102,90004063,14,2021
2021-08-01,A0118150102,90004064,5,2021
2021-08-01,A0118150102,90004066,15,2021
2021-08-01,A0118150102,90004067,9,2021
2021-08-01,A0118150102,90004068,9,2021
2021-08-01,A0118150102,90005159,30,2021
2021-08-01,A0118150102,90005160,17,2021
2021-08-01,A0118150102,90005162,23,2021
2021-08-01,A0118150102,90006156,62,2021
2021-08-01,A0118150102,90008164,20,2021
2021-08-01,A0118150102,90008166,49,2021
2021-08-01,A0118150102,90008167,36,2021
2021-08-01,A0118150102,90008168,71,2021
2021-08-01,A0118150102,90009127,10,2021
2021-08-01,A0118150102,90009128,14,2021
2021-08-01,A0118150102,90009130,19,2021
2021-08-01,A0118150102,90009131,26,2021
2021-08-01,A0118150102,90009132,19,2021
2021-08-01,A0118150102,90010044,11,2021
2021-08-01,A0118150102,90010046,15,2021
2021-08-01,A0118150102,90011186,13,2021
2021-08-01,A0118150102,90011187,39,2021
2021-08-01,A0118150102,90011188,69,2021
2021-08-01,A0118150102,90011190,26,2021
2021-08-01,A0118150102,90011191,34,2021
2021-08-01,A0118150102,90011192,13,2021
2021-08-01,A0118150102,90012034,27,2021
2021-08-01,A0118150102,90012035,19,2021
2021-08-01,A0118150102,90012036,5,2021
2021-08-01,A0118150102,90012038,31,2021
2021-08-01,A0118150102,90012039,8,2021
2021-08-01,A0118150102,90012040,32,2021
2021-08-01,A0118150102,90013116,25,2021
2021-08-01,A0118150102,90013118,30,2021
2021-08-01,A0118150102,90013119,7,2021
2021-08-01,A0118150102,90013120,6,2021
2021-08-01,A0118150102,90013122,12,2021
2021-08-01,A0118150102,90013123,27,2021
2021-08-01,A0118150102,90013124,10,2021
2021-08-01,A0118150102,90014135,18,2021
2021-08-01,A0118150102,90014136,6,2021
2021-08-01,A0118150102,90014138,13,2021
2021-08-01,A0118150102,90014139,26,2021
2021-08-01,A0118150102,90014140,11,2021
2021-08-01,A0118150102,90015144,26,2021
2021-08-01,A0118150102,90015146,36,2021
2021-08-01,A0118150102,90015147,33,2021
2021-08-01,A0118150102,90015148,9,2021
2021-08-01,A0118150102,90015150,28,2021
2021-08-01,A0118150102,90016171,11,2021
2021-08-01,A0118150102,90016172,15,2021
2021-08-01,A0118150102,90016174,3,2021
2021-08-01,A0118150102,90016175,14,2021
2021-08-01,A0118150102,90016176,16,2021
2021-08-01,A0118150102,90017050,15,2021
2021-08-01,A0118150102,90017051,4,2021
2021-08-01,A0118150102,90017052,11,2021
2021-08-01,A0118150102,90017054,3,2021
2021-08-01,A0118150102,90017055,28,2021
2021-08-01,A0118150102,90017056,11,2021
2021-08-01,A0118150102,90017058,13,2021
2021-08-01,A0118150102,90017059,9,2021
2021-08-01,A0118150102,90018106,20,2021
2021-08-01,A0118150102,90018107,10,2021
2021-08-01,A0118150102,90018108,7,2021
2021-08-01,A0118150102,90018110,28,2021
2021-08-01,A0118150102,90018111,23,2021
2021-08-01,A0118150102,90018112,6,2021
2021-08-01,A0118150102,90018114,7,2021
2021-08-01,A0118150102,90019200,2,2021
2021-08-01,A0118150102,90019202,9,2021
2021-08-01,A0118150102,90019203,5,2021
2021-08-01,A0118150102,90020098,3,2021
2021-08-01,A0118150102,90020099,8,2021
2021-08-01,A0118150102,90020100,10,2021
2021-08-01,A0118150102,90020102,6,2021
2021-08-01,A0118150102,90020103,2,2021
2021-08-01,A0118150102,90021086,16,2021
2021-08-01,A0118150102,90021087,34,2021
2021-08-01,A0118150102,90021088,17,2021
2021-08-01,A0118150102,90021090,23,2021
2021-08-01,A0118150102,90021091,20,2021
2021-08-01,A0118150102,90021092,13,2021
2021-08-01,A0118150102,90021094,42,2021
2021-08-01,A0118150102,90021095,50,2021
2021-08-01,A0118150102,90022071,67,2021
2021-08-01,A0118150102,90022072,83,2021
2021-08-01,A0118150102,90022074,87,2021
2021-08-01,A0118150102,90022075,139,2021
2021-08-01,A0118150102,90022076,72,2021
2021-08-01,A0118150102,90022078,157,2021
2021-08-01,A0118150102,90022079,123,2021
2021-08-01,A0118150102,90022080,112,2021
2021-08-01,A0118150102,90022082,138,2021
2021-08-01,A0118150102,90022083,124,2021
2021-08-01,A0118150102,90023022,23,2021
2021-08-01,A0118150102,90023023,37,2021
2021-08-01,A0118150102,90023024,62,2021
2021-08-01,A0118150102,90023026,35,2021
2021-08-01,A0118150102,90023027,73,2021
2021-08-01,A0118150102,90023028,64,2021
2021-08-01,A0118150102,90023030,73,2021
2021-08-01,A0118150102,90024183,2,2021
2021-08-01,A0118150102,90024184,6,2021
2021-08-01,A0118150102,90027207,4,2021
2019-09-01,A0118150103,70002017,34,2020
2019-09-01,A0118150103,70002018,88,2020
2019-09-01,A0118150103,70003181,9,2020
2019-09-01,A0118150103,70003182,25,2020
2019-09-01,A0118150103,70004069,1,2020
2019-09-01,A0118150103,70004070,2,2020
2019-09-01,A0118150103,70005163,20,2020
2019-09-01,A0118150103,70006157,30,2020
2019-09-01,A0118150103,70006158,31,2020
2019-09-01,A0118150103,70007198,64,2020
2019-09-01,A0118150103,70007199,110,2020
2019-09-01,A0118150103,70008169,15,2020
2019-09-01,A0118150103,70008170,11,2020
2019-09-01,A0118150103,70009133,19,2020
2019-09-01,A0118150103,70009134,15,2020
2019-09-01,A0118150103,70010047,20,2020
2019-09-01,A0118150103,70011193,22,2020
2019-09-01,A0118150103,70011194,10,2020
2019-09-01,A0118150103,70012042,22,2020
2019-09-01,A0118150103,70012043,21,2020
2019-09-01,A0118150103,70013125,21,2020
2019-09-01,A0118150103,70013126,22,2020
2019-09-01,A0118150103,70014142,10,2020
2019-09-01,A0118150103,70014143,15,2020
2019-09-01,A0118150103,70015151,11,2020
2019-09-01,A0118150103,70016177,23,2020
2019-09-01,A0118150103,70016178,6,2020
2019-09-01,A0118150103,70018115,8,2020
2019-09-01,A0118150103,70022085,50,2020
2019-09-01,A0118150103,70023031,15,2020
2019-09-01,A0118150103,70026206,10,2020
2019-09-01,A0118150103,80001019,213,2020
2019-09-01,A0118150103,80006154,138,2020
2019-09-01,A0118150103,80006155,66,2020
2019-09-01,A0118150103,80007195,83,2020
2019-09-01,A0118150103,90001021,37,2020
2019-09-01,A0118150103,90002001,161,2020
2019-09-01,A0118150103,90002002,98,2020
2019-09-01,A0118150103,90002003,66,2020
2019-09-01,A0118150103,90002005,54,2020
2019-09-01,A0118150103,90002006,127,2020
2019-09-01,A0118150103,90002007,140,2020
2019-09-01,A0118150103,90002009,67,2020
2019-09-01,A0118150103,90002010,44,2020
2019-09-01,A0118150103,90002011,160,2020
2019-09-01,A0118150103,90002013,171,2020
2019-09-01,A0118150103,90002014,158,2020
2019-09-01,A0118150103,90002015,171,2020
2019-09-01,A0118150103,90003179,32,2020
2019-09-01,A0118150103,90004061,8,2020
2019-09-01,A0118150103,90004062,10,2020
2019-09-01,A0118150103,90004063,4,2020
2019-09-01,A0118150103,90004065,6,2020
2019-09-01,A0118150103,90004066,6,2020
2019-09-01,A0118150103,90004067,11,2020
2019-09-01,A0118150103,90005159,14,2020
2019-09-01,A0118150103,90005161,46,2020
2019-09-01,A0118150103,90005162,42,2020
2019-09-01,A0118150103,90006153,13,2020
2019-09-01,A0118150103,90007197,38,2020
2019-09-01,A0118150103,90008165,25,2020
2019-09-01,A0118150103,90008166,53,2020
2019-09-01,A0118150103,90008167,11,2020
2019-09-01,A0118150103,90009127,6,2020
2019-09-01,A0118150103,90009129,18,2020
2019-09-01,A0118150103,90009130,11,2020
2019-09-01,A0118150103,90009131,11,2020
2019-09-01,A0118150103,90010045,8,2020
2019-09-01,A0118150103,90010046,21,2020
2019-09-01,A0118150103,90011185,32,2020
2019-09-01,A0118150103,90011186,40,2020
2019-09-01,A0118150103,90011187,24,2020
2019-09-01,A0118150103,90011189,40,2020
2019-09-01,A0118150103,90011190,25,2020
2019-09-01,A0118150103,90011191,14,2020
2019-09-01,A0118150103,90012033,13,2020
2019-09-01,A0118150103,90012034,12,2020
2019-09-01,A0118150103,90012035,15,2020
2019-09-01,A0118150103,90012037,28,2020
2019-09-01,A0118150103,90012038,28,2020
2019-09-01,A0118150103,90012039,31,2020
2019-09-01,A0118150103,90012041,31,2020
2019-09-01,A0118150103,90013117,21,2020
2019-09-01,A0118150103,90013118,28,2020
2019-09-01,A0118150103,90013119,29,2020
2019-09-01,A0118150103,90013121,7,2020
2019-09-01,A0118150103,90013122,11,2020
2019-09-01,A0118150103,90013123,16,2020
2019-09-01,A0118150103,90014135,18,2020
2019-09-01,A0118150103,90014137,16,2020
2019-09-01,A0118150103,90014138,19,2020
2019-09-01,A0118150103,90014139,9,2020
2019-09-01,A0118150103,90014141,23,2020
2019-09-01,A0118150103,90015145,4,2020
2019-09-01,A0118150103,90015146,4,2020
2019-09-01,A0118150103,90015147,7,2020
2019-09-01,A0118150103,90015149,12,2020
2019-09-01,A0118150103,90015150,5,2020
2019-09-01,A0118150103,90016171,4,2020
2019-09-01,A0118150103,90016173,18,2020
2019-09-01,A0118150103,90016174,16,2020
2019-09-01,A0118150103,90016175,5,2020
2019-09-01,A0118150103,90017049,8,2020
2019-09-01,A0118150103,90017050,3,2020
2019-09-01,A0118150103,90017051,20,2020
2019-09-01,A0118150103,90017053,12,2020
2019-09-01,A0118150103,90017054,17,2020
2019-09-01,A0118150103,90017055,6,2020
2019-09-01,A0118150103,90017057,14,2020
2019-09-01,A0118150103,90017058,12,2020
2019-09-01,A0118150103,90017059,17,2020
2019-09-01,A0118150103,90018105,7,2020
2019-09-01,A0118150103,90018106,13,2020
2019-09-01,A0118150103,90018107,9,2020
2019-09-01,A0118150103,90018109,7,2020
2019-09-01,A0118150103,90018110,5,2020
2019-09-01,A0118150103,90018111,3,2020
2019-09-01,A0118150103,90018113,11,2020
2019-09-01,A0118150103,90018114,6,2020
2019-09-01,A0118150103,90019201,2,2020
2019-09-01,A0118150103,90019202,3,2020
2019-09-01,A0118150103,90019203,2,2020
2019-09-01,A0118150103,90020097,1,2020
2019-09-01,A0118150103,90020099,1,2020
2019-09-01,A0118150103,90020101,1,2020
2019-09-01,A0118150103,90020102,1,2020
2019-09-01,A0118150103,90020103,1,2020
2019-09-01,A0118150103,90021086,22,2020
2019-09-01,A0118150103,90021087,30,2020
2019-09-01,A0118150103,90021089,34,2020
2019-09-01,A0118150103,90021090,41,2020
2019-09-01,A0118150103,90021091,33,2020
2019-09-01,A0118150103,90021093,20,2020
2019-09-01,A0118150103,90021094,27,2020
2019-09-01,A0118150103,90021095,49,2020
2019-09-01,A0118150103,90022071,94,2020
2019-09-01,A0118150103,90022073,106,2020
2019-09-01,A0118150103,90022074,62,2020
2019-09-01,A0118150103,90022075,60,2020
2019-09-01,A0118150103,90022077,64,2020
2019-09-01,A0118150103,90022078,69,2020
2019-09-01,A0118150103,90022079,46,2020
2019-09-01,A0118150103,90022081,204,2020
2019-09-01,A0118150103,90022082,63,2020
2019-09-01,A0118150103,90022083,75,2020
2019-09-01,A0118150103,90023022,27,2020
2019-09-01,A0118150103,90023023,58,2020
2019-09-01,A0118150103,90023025,30,2020
2019-09-01,A0118150103,90023026,25,2020
2019-09-01,A0118150103,90023027,20,2020
2019-09-01,A0118150103,90023029,28,2020
2019-09-01,A0118150103,90023030,29,2020
2019-09-01,A0118150103,90024183,1,2020
2019-09-01,A0118150103,90026205,12,2020
2019-09-01,A0118150103,90027207,20,2020
2019-10-01,A0118150103,70002017,112,2020
2019-10-01,A0118150103,70002018,64,2020
2019-10-01,A0118150103,70003181,102,2020
2019-10-01,A0118150103,70003182,80,2020
2019-10-01,A0118150103,70004069,14,2020
2019-10-01,A0118150103,70004070,11,2020
2019-10-01,A0118150103,70006157,49,2020
2019-10-01,A0118150103,70006158,77,2020
2019-10-01,A0118150103,70007198,134,2020
2019-10-01,A0118150103,70008169,94,2020
2019-10-01,A0118150103,70008170,20,2020
2019-10-01,A0118150103,70009133,21,2020
2019-10-01,A0118150103,70009134,7,2020
2019-10-01,A0118150103,70010048,32,2020
2019-10-01,A0118150103,70011193,7,2020
2019-10-01,A0118150103,70011194,37,2020
2019-10-01,A0118150103,70012042,36,2020
2019-10-01,A0118150103,70013125,8,2020
2019-10-01,A0118150103,70013126,27,2020
2019-10-01,A0118150103,70014142,16,2020
2019-10-01,A0118150103,70015152,7,2020
2019-10-01,A0118150103,70016177,26,2020
2019-10-01,A0118150103,70016178,29,2020
2019-10-01,A0118150103,70017060,8,2020
2019-10-01,A0118150103,70019204,1,2020
2019-10-01,A0118150103,70020104,2,2020
2019-10-01,A0118150103,70021096,61,2020
2019-10-01,A0118150103,70022084,22,2020
2019-10-01,A0118150103,70022085,98,2020
2019-10-01,A0118150103,70023032,14,2020
2019-10-01,A0118150103,70026206,22,2020
2019-10-01,A0118150103,70027208,7,2020
2019-10-01,A0118150103,80006154,316,2020
2019-10-01,A0118150103,80007196,158,2020
2019-10-01,A0118150103,90001020,19,2020
2019-10-01,A0118150103,90001021,47,2020
2019-10-01,A0118150103,90002001,81,2020
2019-10-01,A0118150103,90002002,67,2020
2019-10-01,A0118150103,90002004,220,2020
2019-10-01,A0118150103,90002005,46,2020
2019-10-01,A0118150103,90002006,213,2020
2019-10-01,A0118150103,90002008,309,2020
2019-10-01,A0118150103,90002009,52,2020
2019-10-01,A0118150103,90002010,219,2020
2019-10-01,A0118150103,90002012,167,2020
2019-10-01,A0118150103,90002013,147,2020
2019-10-01,A0118150103,90002014,111,2020
2019-10-01,A0118150103,90002016,147,2020
2019-10-01,A0118150103,90003180,12,2020
2019-10-01,A0118150103,90004061,2,2020
2019-10-01,A0118150103,90004062,3,2020
2019-10-01,A0118150103,90004064,5,2020
2019-10-01,A0118150103,90004065,11,2020
2019-10-01,A0118150103,90004066,4,2020
2019-10-01,A0118150103,90004068,7,2020
2019-10-01,A0118150103,90005160,37,2020
2019-10-01,A0118150103,90005161,18,2020
2019-10-01,A0118150103,90005162,42,2020
2019-10-01,A0118150103,90006153,80,2020
2019-10-01,A0118150103,90006156,17,2020
2019-10-01,A0118150103,90007197,144,2020
2019-10-01,A0118150103,90008164,91,2020
2019-10-01,A0118150103,90008165,101,2020
2019-10-01,A0118150103,90008166,40,2020
2019-10-01,A0118150103,90008168,91,2020
2019-10-01,A0118150103,90009128,4,2020
2019-10-01,A0118150103,90009129,13,2020
2019-10-01,A0118150103,90009130,17,2020
2019-10-01,A0118150103,90009132,17,2020
2019-10-01,A0118150103,90010044,4,2020
2019-10-01,A0118150103,90010045,5,2020
2019-10-01,A0118150103,90010046,21,2020
2019-10-01,A0118150103,90011185,22,2020
2019-10-01,A0118150103,90011186,35,2020
2019-10-01,A0118150103,90011188,18,2020
2019-10-01,A0118150103,90011189,54,2020
2019-10-01,A0118150103,90011190,48,2020
2019-10-01,A0118150103,90011192,63,2020
2019-10-01,A0118150103,90012033,39,2020
2019-10-01,A0118150103,90012034,39,2020
2019-10-01,A0118150103,90012036,35,2020
2019-10-01,A0118150103,90012037,20,2020
2019-10-01,A0118150103,90012038,31,2020
2019-10-01,A0118150103,90012040,14,2020
2019-10-01,A0118150103,90012041,16,2020
2019-10-01,A0118150103,90013116,15,2020
2019-10-01,A0118150103,90013117,35,2020
2019-10-01,A0118150103,90013118,42,2020
2019-10-01,A0118150103,90013120,22,2020
2019-10-01,A0118150103,90013121,14,2020
2019-10-01,A0118150103,90013122,35,2020
2019-10-01,A0118150103,90013124,28,2020
2019-10-01,A0118150103,90014136,18,2020
2019-10-01,A0118150103,90014137,19,2020
2019-10-01,A0118150103,90014138,5,2020
2019-10-01,A0118150103,90014140,29,2020
2019-10-01,A0118150103,90014141,22,2020
2019-10-01,A0118150103,90015144,13,2020
2019-10-01,A0118150103,90015145,7,2020
2019-10-01,A0118150103,90015146,14,2020
2019-10-01,A0118150103,90015148,13,2020
2019-10-01,A0118150103,90015149,24,2020
2019-10-01,A0118150103,90015150,5,2020
2019-10-01,A0118150103,90016172,8,2020
2019-10-01,A0118150103,90016173,9,2020
2019-10-01,A0118150103,90016174,15,2020
2019-10-01,A0118150103,90016176,30,2020
2019-10-01,A0118150103,90017049,6,2020
2019-10-01,A0118150103,90017050,21,2020
2019-10-01,A0118150103,90017052,19,2020
2019-10-01,A0118150103,90017053,5,2020
2019-10-01,A0118150103,90017054,9,2020
2019-10-01,A0118150103,90017056,29,2020
2019-10-01,A0118150103,90017057,16,2020
2019-10-01,A0118150103,90017058,27,2020
2019-10-01,A0118150103,90018105,8,2020
2019-10-01,A0118150103,90018106,7,2020
2019-10-01,A0118150103,90018108,9,2020
2019-10-01,A0118150103,90018109,12,2020
2019-10-01,A0118150103,90018110,12,2020
2019-10-01,A0118150103,90018112,11,2020
2019-10-01,A0118150103,90018113,9,2020
2019-10-01,A0118150103,90018114,15,2020
2019-10-01,A0118150103,90019200,3,2020
2019-10-01,A0118150103,90019201,3,2020
2019-10-01,A0118150103,90019202,2,2020
2019-10-01,A0118150103,90020097,1,2020
2019-10-01,A0118150103,90020098,1,2020
2019-10-01,A0118150103,90020100,2,2020
2019-10-01,A0118150103,90020101,1,2020
2019-10-01,A0118150103,90020102,1,2020
2019-10-01,A0118150103,90021086,53,2020
2019-10-01,A0118150103,90021088,50,2020
2019-10-01,A0118150103,90021089,57,2020
2019-10-01,A0118150103,90021090,39,2020
2019-10-01,A0118150103,90021092,65,2020
2019-10-01,A0118150103,90021093,12,2020
2019-10-01,A0118150103,90021094,7,2020
2019-10-01,A0118150103,90022072,40,2020
2019-10-01,A0118150103,90022073,97,2020
2019-10-01,A0118150103,90022074,130,2020
2019-10-01,A0118150103,90022076,167,2020
2019-10-01,A0118150103,90022077,36,2020
2019-10-01,A0118150103,90022078,40,2020
2019-10-01,A0118150103,90022080,64,2020
2019-10-01,A0118150103,90022081,194,2020
2019-10-01,A0118150103,90022082,45,2020
2019-10-01,A0118150103,90023022,54,2020
2019-10-01,A0118150103,90023024,30,2020
2019-10-01,A0118150103,90023025,44,2020
2019-10-01,A0118150103,90023026,68,2020
2019-10-01,A0118150103,90023028,13,2020
2019-10-01,A0118150103,90023029,72,2020
2019-10-01,A0118150103,90023030,17,2020
2019-10-01,A0118150103,90024184,2,2020
2019-10-01,A0118150103,90025209,1,2020
2019-10-01,A0118150103,90026205,3,2020
2019-11-01,A0118150103,70002017,240,2020
2019-11-01,A0118150103,70003181,103,2020
2019-11-01,A0118150103,70004069,5,2020
2019-11-01,A0118150103,70005163,9,2020
2019-11-01,A0118150103,70006157,45,2020
2019-11-01,A0118150103,70007199,48,2020
2019-11-01,A0118150103,70008169,87,2020
2019-11-01,A0118150103,70009133,31,2020
2019-11-01,A0118150103,70010047,34,2020
2019-11-01,A0118150103,70010048,10,2020
2019-11-01,A0118150103,70011193,65,2020
2019-11-01,A0118150103,70012043,9,2020
2019-11-01,A0118150103,70013125,54,2020
2019-11-01,A0118150103,70014143,31,2020
2019-11-01,A0118150103,70015151,11,2020
2019-11-01,A0118150103,70015152,30,2020
